name,url,stars,forks,language,owner,description,pushed_at,created_at,open_issues
Fashion-eCommerce-app,https://github.com/AmirBayat0/Fashion-eCommerce-app,90,26,Dart,AmirBayat0,Flutter Fashion E-Commerce App! 💃🕺💼,2024-03-27T11:28:58Z,2023-01-26T08:08:21Z,0
flutter_paypal_payment_checkout,https://github.com/tharwatsamy/flutter_paypal_payment_checkout,90,19,Dart,tharwatsamy,,2024-12-08T14:22:35Z,2023-10-14T12:04:28Z,11
dummymart,https://github.com/dhafinrayhan/dummymart,90,18,Dart,dhafinrayhan,"An example Flutter project that uses Riverpod, go_router, flutter_hooks, and Freezed.",2025-02-17T09:08:20Z,2023-11-08T07:52:56Z,12
ultimate_alarm_clock,https://github.com/CCExtractor/ultimate_alarm_clock,89,191,Dart,CCExtractor,,2025-03-12T16:22:25Z,2023-03-16T08:07:10Z,60
ubuntu-desktop-provision,https://github.com/canonical/ubuntu-desktop-provision,89,37,Dart,canonical,Ubuntu Desktop Provision,2025-03-21T14:57:37Z,2023-07-20T14:16:32Z,57
Sms,https://github.com/davidche1116/Sms,89,3,Dart,davidche1116,短信清理工具,2025-03-13T06:25:55Z,2024-07-23T02:07:33Z,1
Allowance,https://github.com/jameskokoska/Allowance,89,15,Dart,jameskokoska,🧮 A simple spending tracker in the form of a calculator-like interface,2024-07-16T04:52:25Z,2023-04-25T19:59:09Z,0
EasyMyGo,https://github.com/easybangumiorg/EasyMyGo,88,3,Dart,easybangumiorg,MyGo!!!!! ，使用 Flutter 开发的多小说、漫画软件。支持多源。,2024-08-29T10:35:51Z,2024-03-08T09:21:52Z,0
VntApp,https://github.com/vnt-dev/VntApp,88,39,Dart,vnt-dev,,2024-07-31T14:46:39Z,2023-07-05T13:50:58Z,14
Flutter_UI-Design,https://github.com/Nabinji/Flutter_UI-Design,88,52,Dart,Nabinji,Flutter ui design tutorial source code.,2025-03-10T11:18:00Z,2024-09-18T08:59:26Z,0
flutter_and_friends,https://github.com/felangel/flutter_and_friends,88,17,Dart,felangel,The official Flutter & Friends conference app,2025-01-13T18:13:39Z,2023-08-08T23:18:11Z,0
Flutter-Mvvm-Clean-Setup,https://github.com/DeveloperRahnuma/Flutter-Mvvm-Clean-Setup,88,20,Dart,DeveloperRahnuma,For setup your flutter project with Model–View–ViewModel (MVVM) architectural,2023-01-28T15:41:25Z,2023-01-28T15:38:03Z,0
nostrmo,https://github.com/haorendashu/nostrmo,88,16,Dart,haorendashu,"A flutter nostr client for Android, IOS, MacOS, Windows, Web and Linux.",2025-02-13T02:04:57Z,2023-03-07T04:30:59Z,3
FlareLine,https://github.com/FlutterFlareLine/FlareLine,88,28,Dart,FlutterFlareLine,flutter admin dashboard for web,2024-11-13T15:30:03Z,2024-03-28T07:27:45Z,0
flutter-bloc-tutorial,https://github.com/dwyl/flutter-bloc-tutorial,88,6,Dart,dwyl,A step-by-step example/tutorial explaining the benefits of the BLoC architecture and bloc library including tests!,2023-09-04T16:53:06Z,2023-03-06T09:31:06Z,0
Flutter-Bloc-Clean-Coding,https://github.com/axiftaj/Flutter-Bloc-Clean-Coding,86,17,Dart,axiftaj,,2025-01-13T05:25:36Z,2024-02-28T07:12:39Z,0
